id,timestamp,source,category,summary,raw_text,tags,hash
091975595b59b24efffa5660880f243d223e5ec944e3588411ba0a1f662f08f0,2026-02-19T02:57:51.263479+00:00,work,memo,bulk,daily ingest #7 2026-02-19T02:57:51.263476+00:00,"tag1,tag2",6e3857a330207718149bd24276a3585357dda4c82bff9781ff802c5819a13a5d
d632e037c3f99281476201692251b9d1db0ed947ea6eb12a56215e2122f16810,2026-02-19T02:57:51.263485+00:00,work,memo,bulk,daily ingest #8 2026-02-19T02:57:51.263483+00:00,"tag1,tag2",68a6e2464b6cb9b2f29dae5fa9803527d7f0adbdda0c7d94ff4c745ec8ba5175
195df76315bee13f35c317368e783c2ffc6633d2b48b4f886c9699fd44bf1eec,2026-02-19T02:57:51.263491+00:00,work,memo,bulk,daily ingest #9 2026-02-19T02:57:51.263490+00:00,"tag1,tag2",00f464ac66c7983f284865ca3ac2cc66a55e8b6cdc88098930844530100e3e6f
8f0b95ce225853a524bfda4b7bda6318265c9161c0a87bb2f5636ce8d90ecabc,2026-02-19T02:57:51.263501+00:00,work,memo,bulk,daily ingest #10 2026-02-19T02:57:51.263499+00:00,"tag1,tag2",f9fe218ffb72cee62ae8a7bacaf13251554f117e2a312392c75f756dc375eb21
f8e10811762d9ba8d80a84ed679e0ab7ffa0e804477c1c0a974573df096051be,2026-02-19T02:57:51.263508+00:00,work,memo,bulk,daily ingest #11 2026-02-19T02:57:51.263506+00:00,"tag1,tag2",fff34b0183a17531fb48364d377db5cbeba45af75569e7d6f687a26d83e9b260
e4dc5d1c12996b057e1f7b82d9d627ee10bd96eadbef316d48792a7f71f48fb2,2026-02-19T02:57:51.263515+00:00,work,memo,bulk,daily ingest #12 2026-02-19T02:57:51.263513+00:00,"tag1,tag2",66fb667ee8d7b41a9148585e72a2ea5a9eeaac41d87e2624a5c0fb5aefe85aa8
99f3aceaa9bd485d338336848f72c208d1c9b8b81b60d695aef060876e476ade,2026-02-19T02:57:51.263521+00:00,work,memo,bulk,daily ingest #13 2026-02-19T02:57:51.263520+00:00,"tag1,tag2",3436570b9d7f9c5b11fe4565b1fd722e2280a6d4d73d5fbe752ebc23335e38ec
be65af72e8357b80e46a9fed79bde1f6fee24fc556032885eaab1dc4bba9f6e9,2026-02-19T02:57:51.263530+00:00,work,memo,bulk,daily ingest #14 2026-02-19T02:57:51.263528+00:00,"tag1,tag2",d3fd2ce4d5376ee13fef90ed911d006a65a1ea9db98013394d797800fc6c0fcf
bf7918dcdd8a7650f6808c9c7bee7903b1218a3cb6f1ff06e9175be84b47bfb7,2026-02-19T02:57:51.263537+00:00,work,memo,bulk,daily ingest #15 2026-02-19T02:57:51.263535+00:00,"tag1,tag2",22db2a318224c9b29549148d0d75a57a7a556137d7a86b33db0f25c2e5b13444
2ae65fbbe22fd6521ce9d4264185e90520ff7b47b4bbedce5d369600bc6ce9a0,2026-02-19T02:57:51.263543+00:00,work,memo,bulk,daily ingest #16 2026-02-19T02:57:51.263541+00:00,"tag1,tag2",799b189735d931b57ed66451fdc832aedc1a9048bfa0fb6c1acf07d0e396365e
d0437871aacca2e51f0a082afebdf1b319b9492a0449bec22ea151acaf1c08c9,2026-02-19T02:57:51.263549+00:00,work,memo,bulk,daily ingest #17 2026-02-19T02:57:51.263547+00:00,"tag1,tag2",efba2ea8a82b8a6296295b233bdb5f97cd0e9e4663f65a88dea88149e9aaf39a
93f36d5168335c772b9a745e4ca76eac2201047cf98d6fb8deaff08acf62273e,2026-02-19T02:57:51.263558+00:00,work,memo,bulk,daily ingest #18 2026-02-19T02:57:51.263556+00:00,"tag1,tag2",da95a9088f6eba9c8178b8d05fa02038837641c41d141442cf7ad4d1c0fc7b0f
0c081278b62c3fd0caeb7c1df3f6ae4667e622e395815df62f9c585464b957bd,2026-02-19T02:57:51.263564+00:00,work,memo,bulk,daily ingest #19 2026-02-19T02:57:51.263562+00:00,"tag1,tag2",327883f6181807de1e0773fa9c32b62f3a166d826ef561278396a2849bc26751
e0bc0158e1432efa5e1759321be150326ed3b4a066edd79d86ec1e1c8d979557,2026-02-19T02:57:51.263571+00:00,work,memo,bulk,daily ingest #20 2026-02-19T02:57:51.263569+00:00,"tag1,tag2",1734fd6a103274cf40e92ea7be860da82143373d2ed6aec89ff82f6c5fe434df
4e99803c809f9adae3ad376c18a74cfe36eb9c51c849cf376fd51e32b26969b9,2026-02-19T02:57:51.263579+00:00,work,memo,bulk,daily ingest #21 2026-02-19T02:57:51.263577+00:00,"tag1,tag2",663421bfb879e82f4d208d7e3d238517daa74a31ebdce4233ca09fad5b4c832a
4243d528c051d4b3b0d8c2cbdb78c520ab56969ee63852d19a153c21f3ae6000,2026-02-19T02:57:51.263586+00:00,work,memo,bulk,daily ingest #22 2026-02-19T02:57:51.263584+00:00,"tag1,tag2",bf8c842d3db72025fe21e21473820c241c592ecfd3b5ea30854c4eb773270848
4576749de4be05f1b73a6fa40cf3dfec71d024dec6bf7f952804716b9f97cfff,2026-02-19T02:57:51.263592+00:00,work,memo,bulk,daily ingest #23 2026-02-19T02:57:51.263590+00:00,"tag1,tag2",193f3a7fca2825df3b04cfbc01d3b5efac32241497b9c52202767651353d153e
841ef8230019d65b801e9608e945eb415530e7a0d0842afe8a555ec0d9fc8464,2026-02-19T02:57:51.263599+00:00,work,memo,bulk,daily ingest #24 2026-02-19T02:57:51.263597+00:00,"tag1,tag2",ee39071f0083b93b46fd5ec034288a30601c7469673af7d963fad9ebfee4ed0a
35dfd8f514608412eb20930cfd08a9a7f1d764c9cc1de06575d9ab5ef4f9bed0,2026-02-19T02:57:51.263605+00:00,work,memo,bulk,daily ingest #25 2026-02-19T02:57:51.263603+00:00,"tag1,tag2",fa58f36c77a51bebaa996ad05715724cf9be2f048568901ed1a6ac9109eafde4
ae7a118963cfe5ba5c1d91378ae08a52e7ab1ecf55191bd47bf99e4bbd291427,2026-02-19T02:57:51.263612+00:00,work,memo,bulk,daily ingest #26 2026-02-19T02:57:51.263610+00:00,"tag1,tag2",31b09870f8f53c5f33128b40e06ab0f8d294c26af642b88723d852a42c182714
9c250c92cd92c459c3cbdb8dc114164941d62d85790033fff031edb62e23861f,2026-02-19T02:57:51.263618+00:00,work,memo,bulk,daily ingest #27 2026-02-19T02:57:51.263616+00:00,"tag1,tag2",d9c1447dcf59907608ba50402f9eb57d070dc78d4e5d0f900411c6e2fbd691e8
adc8e1c7536cbbb336228e3755501e05e0de584f43c2a87dab37940a2b60161d,2026-02-19T02:57:51.263624+00:00,work,memo,bulk,daily ingest #28 2026-02-19T02:57:51.263622+00:00,"tag1,tag2",c7ea45f541078423544d165b7dcdb6b2b58b7a511233899e0790ba3a86551193
d2d346e53d8718f12d713679ec9faeb4c9147f871b2a83cd7808b99f5a337af4,2026-02-19T02:57:51.263632+00:00,work,memo,bulk,daily ingest #29 2026-02-19T02:57:51.263629+00:00,"tag1,tag2",687618e4307c3fa66c4cead1081f3ae14ae6b3a23a2b775d8a3110d6e4180b30
806a47a7425ce597e1c744e90cff92edcfbbe6b2db01c19d75644b57c713faf7,2026-02-19T02:57:51.263639+00:00,work,memo,bulk,daily ingest #30 2026-02-19T02:57:51.263637+00:00,"tag1,tag2",b6acdef3f3b7e575cc6d7b0efe987790dc9efe2b37e2c9cdf98ce18ef799dd4a
1ba66946efe86bea7ef73c650028589d4c15f4fae4da1344bbb6abbc62eef29b,2026-02-19T02:57:51.263645+00:00,work,memo,bulk,daily ingest #31 2026-02-19T02:57:51.263644+00:00,"tag1,tag2",30e54b4c94c513d566e569ce21511277301c66db7b555117b3221e54681725f5
18cb006d5f9527dbb647e6634e8d9cfa6d1b747afd5ab5573358127c6d9f7913,2026-02-19T02:57:51.263654+00:00,work,memo,bulk,daily ingest #32 2026-02-19T02:57:51.263652+00:00,"tag1,tag2",841575989a27a89fd752915c33a72e6d6cf67bf042540105374d5c52c5bfaff3
0ef5a7d2147626a616c9ce2bbb1e3859c00a6a95ac4b174606a3320bb49a5fed,2026-02-19T02:57:51.263660+00:00,work,memo,bulk,daily ingest #33 2026-02-19T02:57:51.263658+00:00,"tag1,tag2",3ec8a9345e91dc635e9f4c9664fb31c390c937b2b6b4cc129e7b3e28036d80a8
a0537efff611668f82f1e613e67e0089792f4f14ed61f1f1ec6fbe78c7943b3b,2026-02-19T02:57:51.263666+00:00,work,memo,bulk,daily ingest #34 2026-02-19T02:57:51.263665+00:00,"tag1,tag2",f0289eedbab2b3bf0d08ac652e58b68e073fef48612a7f90d4f968ba245d7a8d
b766fa0685ab55a085c9d89669d6e65103baca780ebac3e82d773a54f6635ab6,2026-02-19T02:57:51.263674+00:00,work,memo,bulk,daily ingest #35 2026-02-19T02:57:51.263673+00:00,"tag1,tag2",f7c2ae385e72addc9f48210663b391b1b69678ccb9af659468c1023bb650bed7
fc89fa2c05a618e05f099bb2a85a34bb45d98a3a8e7d2293843b3bcfc379b6de,2026-02-19T02:57:51.263681+00:00,work,memo,bulk,daily ingest #36 2026-02-19T02:57:51.263679+00:00,"tag1,tag2",624c4e316e73d73dff50124ff379c74f4ecc1f953884ddd9423490f3f9bec07f
e03956b6bafa3566f608796f9a95596df90d0e2e5839c0060f0d27e78fb9c556,2026-02-19T02:57:51.263692+00:00,work,memo,bulk,daily ingest #37 2026-02-19T02:57:51.263690+00:00,"tag1,tag2",46d7478c420cf5fdc1805521419e108d81cbbabdeb7af30474a65bc7662d0700
bced63fab83558cc9d3781ed035b7dd89b57d12b13e293101ca948fa5d8879f4,2026-02-19T02:57:51.263699+00:00,work,memo,bulk,daily ingest #38 2026-02-19T02:57:51.263697+00:00,"tag1,tag2",5f807b65728b33fc895476355aab245c8b87d36aaaad152faa47f4a950405ffb
c29ccd25433ff34b844543425a07632685ada50a5526ccfd49d2b70516943e87,2026-02-19T02:57:51.263706+00:00,work,memo,bulk,daily ingest #39 2026-02-19T02:57:51.263704+00:00,"tag1,tag2",8fcc3e841327fc3eba7f8dd784169c93212d54b67179e8264f41e9b7143dac6e
84ab8d44780b0567368402834c6ce5d6ad71186ea84670f6ff41bc86c8fe8d64,2026-02-19T02:57:51.263712+00:00,work,memo,bulk,daily ingest #40 2026-02-19T02:57:51.263710+00:00,"tag1,tag2",413b63242e90ba174ba1d6cf2a4fa2c8bbe2e6e0eaf21f1a34951a851c3dfa67
0f532bc183422172704626a57196deaac8b45278fb224d0f02ec013683a60016,2026-02-19T02:57:51.263718+00:00,work,memo,bulk,daily ingest #41 2026-02-19T02:57:51.263717+00:00,"tag1,tag2",5523fb6729028e5a1f01fb9521bda0ef783b473cc0d43503eb517aa91d487bb9
4e365d52956daf05f748fd2d71f8120a70ad609017745f0679a2d993b2adb459,2026-02-19T02:57:51.263725+00:00,work,memo,bulk,daily ingest #42 2026-02-19T02:57:51.263723+00:00,"tag1,tag2",fde682b2bc0de962a6c2a21a439d500b43bf45431e6d213208d0927e182df20b
41ca076b92a75549f66120de754572d5cbff83b0f81be83e282471449258d64e,2026-02-19T02:57:51.263731+00:00,work,memo,bulk,daily ingest #43 2026-02-19T02:57:51.263729+00:00,"tag1,tag2",3f4e9d99ec5e0ba2e046750ffc6ccfba4789d0a7f95a36508137ef3463badd13
f7adc2ef66e795b4ef7e5184e2a7c467b8f4c1d3e51c02da2b5021907ffcc21f,2026-02-19T02:57:51.263737+00:00,work,memo,bulk,daily ingest #44 2026-02-19T02:57:51.263735+00:00,"tag1,tag2",b299ee86498eb646c7f75ede85feab75776bed31cd4b154f1d26e0dd64caceab
d931946cad507eda0abaeebbc8261e82221a7b026051efc6ff8eb21a9844fa9b,2026-02-19T02:57:51.263743+00:00,work,memo,bulk,daily ingest #45 2026-02-19T02:57:51.263741+00:00,"tag1,tag2",c5aea730c753d7b7a87c5f8b6ee8c38d0d0deb60b6b0c624a4e759db0a56402e
e54675401a55c022430d5220f36aa6f51a9cc7ab538bc2e4b1d682b069a65b8d,2026-02-19T02:57:51.263750+00:00,work,memo,bulk,daily ingest #46 2026-02-19T02:57:51.263748+00:00,"tag1,tag2",016fd8f2895f088c8d67e0df3cca2725753be9533bb3e9519e5cf53b65d10f1b
c4df6ea6bbd56605a5b405da96927bc4878e197a146f05f11c41fc7783b03913,2026-02-19T02:57:51.263756+00:00,work,memo,bulk,daily ingest #47 2026-02-19T02:57:51.263754+00:00,"tag1,tag2",56765a759e79d05f8077480d7a835906c8fda1e73405e44114e2d252c2201927
c352a79b5fbeef9077a0122c923da55747e1397e9b864e5272cfa38eb5ffa9e8,2026-02-19T02:57:51.263762+00:00,work,memo,bulk,daily ingest #48 2026-02-19T02:57:51.263761+00:00,"tag1,tag2",73cd31e4c5cedeea4772995fd6bec7afad903703b4b66282d94d24b0b7ae0264
1c46d60ab82a478bb599a974020a62c46a9461ef986ef133b37eba64efe48fd9,2026-02-19T02:57:51.263769+00:00,work,memo,bulk,daily ingest #49 2026-02-19T02:57:51.263767+00:00,"tag1,tag2",d5d1d13b500d0a44d01acfdc925f0b6bdeb494218e392c860eac748ee5e6c787
2bfb45a6d2e9aa1d154016f3d90cc4a6ec2d01063b7ced15a595cbb1105f0109,2026-02-19T03:13:58.355999+00:00,manual,phase11,no_summary,new knowledge,phase11,450d99100fdf1752798f87e22114b485b7ea4a7ce9a02cd2bf2f44e1c3c2b369
